Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1999-12-31,28.09436027117616,28.656610218501182,27.85857803520115,28.402690887451172,1021200,0.0,0.0
2000-01-03,27.876702380654038,28.003661988113098,27.296315603698325,27.387001037597656,2173400,0.0,0.0
2000-01-04,26.951713725122914,27.513963473089813,26.298778533935547,26.298778533935547,2713800,0.0,0.0
2000-01-05,26.44387629971747,27.93111762795947,26.44387629971747,27.060537338256836,3699400,0.0,0.0
2000-01-06,27.36886607683622,29.744824629563553,27.36886607683622,29.23698616027832,5975800,0.0,0.0
2000-01-07,29.34579771510586,30.12569221556912,29.001193168389538,29.81736183166504,4101200,0.0,0.0
2000-01-10,29.146298125204073,30.035015367354042,29.01933851918265,29.672273635864258,3863800,0.0,0.0
2000-01-11,29.23698086525077,29.74481924256282,29.164432525634766,29.164432525634766,2357600,0.0,0.0
2000-01-12,29.581590835864727,30.0712922169612,29.23698616027832,29.23698616027832,2868400,0.0,0.0
2000-01-13,29.400219953977146,29.56345374767597,29.12816363114577,29.23698616027832,2244400,0.0,0.0
2000-01-14,29.236971313207686,29.291382550142934,28.7109960228336,28.8198184967041,2541800,0.0,0.0
2000-01-18,28.221306063186862,28.801692820270397,28.18503189086914,28.18503189086914,2114800,0.0,0.0
2000-01-19,28.366399867560272,29.001197818560662,28.366399867560272,28.67473030090332,2628200,0.0,0.0
2000-01-20,28.747281188563825,28.837966618180744,27.423273916156784,27.604644775390625,3104600,0.0,0.0
2000-01-21,27.64090396260807,28.021782560518027,27.441396125607618,27.55021858215332,4491800,0.0,0.0
2000-01-24,27.80416286216592,27.80416286216592,26.588977662058213,26.91544532775879,2971000,0.0,0.0
2000-01-25,27.532093243788108,27.532093243788108,26.189949040862995,26.516416549682617,3691200,0.0,0.0
2000-01-26,27.822302957543453,28.29386741445097,27.659069107075467,27.949262619018555,7020800,0.0,0.0
2000-01-27,28.203170503888813,28.529638072422575,27.876702935355052,27.931114196777344,2914800,0.0,0.0
2000-01-28,27.786008902035434,27.804145983564176,26.77033233642578,26.77033233642578,3747400,0.0,0.0
2000-01-31,26.77032821614529,28.257568672597806,26.715916979933613,27.169343948364258,3282800,0.0,0.0
2000-02-01,27.386991911200415,27.91296725254135,27.20562110384147,27.314443588256836,2642200,0.0,0.0
2000-02-02,27.042397750390542,27.278179890400654,26.697793084221917,26.8428897857666,2924200,0.0,0.0
2000-02-03,26.6796574244795,26.73406869047096,26.117407675901074,26.60710906982422,3520600,0.0,0.0
2000-02-04,26.679646464565344,26.824743114270664,25.845340728759766,25.845340728759766,3293400,0.0,0.0
2000-02-07,25.89976215770683,25.9360363343983,25.13800444718604,25.428197860717773,3935400,0.0,0.0
2000-02-08,25.42819012664338,26.17181052264365,25.373778878155555,25.446327209472656,2884000,0.0,0.0
2000-02-09,25.718391274249502,25.8272138043239,25.391923684026306,25.428197860717773,2600400,0.0,0.0
2000-02-10,25.31937436724818,25.31937436724818,24.757124649923902,24.956632614135742,4020000,0.0,0.0
2000-02-11,24.77525940746316,25.10172695456004,23.59634882072443,24.067913055419922,4491600,0.0,0.0
2000-02-14,24.15860242541559,24.593892559206864,23.904683180704016,24.049779891967773,3356400,0.0,0.0
2000-02-15,24.303688728792636,26.28063057314965,24.231140404229077,25.86347770690918,3736000,0.0,0.0
2000-02-16,25.645841707849197,26.226228507461062,25.410059570506878,25.627704620361328,2581800,0.0,0.0
2000-02-17,25.82720651453675,26.661512342955774,25.809069431310252,26.008577346801758,3405400,0.0,0.0
2000-02-18,26.08112728110728,26.316909377528972,25.065450558059986,25.41005516052246,2864200,0.0,0.0
2000-02-22,25.46447331697038,26.244368155025743,25.101731531828353,26.153682708740234,2884600,0.0,0.0
2000-02-23,26.688177567199833,27.43661483139627,26.523886460425004,26.96199607849121,4460800,0.29,0.0
2000-02-24,26.834198053066544,26.907216279061284,26.15877946261521,26.57863426208496,3800200,0.0,0.0
2000-02-25,25.73894068381529,26.085777473171667,24.88097599435478,25.04526710510254,3627200,0.0,0.0
2000-02-28,25.392095914717956,25.95798734056717,24.82620448886874,25.24605941772461,3076600,0.0,0.0
2000-02-29,24.917471505157664,26.04925409367032,24.716671368486065,25.75718116760254,2765400,0.0,0.0
2000-03-01,25.465108832703965,25.62939985743109,24.844453850401504,25.154781341552734,2891600,0.0,0.0
2000-03-02,25.15479211800325,25.62941083721086,25.027010155139664,25.136537551879883,2186000,0.0,0.0
2000-03-03,25.629403828242637,27.637405552677603,25.556385583717727,26.140531539916992,4581000,0.0,0.0
2000-03-06,26.085770403416586,26.651661853735632,25.483369827270508,25.483369827270508,2052600,0.0,0.0
2000-03-07,25.775456414121876,25.958002139434356,23.9499991609971,24.16905403137207,5195600,0.0,0.0
2000-03-08,24.20555161238619,24.607152016211604,23.657914698078812,24.11427879333496,4693200,0.0,0.0
2000-03-09,23.603146945555697,23.931729037605198,23.511874142208615,23.63965606689453,3258200,0.0,0.0
2000-03-10,23.54839303010812,24.150793782041116,23.475374757146543,23.803956985473633,5751600,0.0,0.0
2000-03-13,23.073774337768555,23.511883977093273,23.00075606454777,23.073774337768555,3787800,0.0,0.0
2000-03-14,23.1285374657991,23.36584684784755,22.94599178730029,23.11028289794922,3156600,0.0,0.0
2000-03-15,22.836456884037364,24.461112889376555,22.836456884037364,24.09602165222168,4240000,0.0,0.0
2000-03-16,24.75320304616112,26.06753241144401,24.515893577429484,25.72069549560547,4804800,0.0,0.0
2000-03-17,25.392089795163972,26.04925387325592,25.081762313842773,25.081762313842773,4068200,0.0,0.0
2000-03-20,25.100019471398713,25.647656259865595,24.93572843485865,25.41034698486328,2727600,0.0,0.0
2000-03-21,25.355580449186693,26.72467226609742,25.28256221895145,26.414344787597656,3827600,0.0,0.0
2000-03-22,25.994503442631213,26.10403084477713,24.826211153074755,25.118284225463867,4404800,0.0,0.0
